489,GA,13207,Monroe,Forsyth,"26,424","1,024.75",395.658,5.575,2.153,"1,030.33",397.811,33.017435,-83.922938
490,GA,13209,Montgomery,Mount Vernon,"9,123",620.363,239.523,13.389,5.169,633.752,244.692,32.172108,-82.533349
491,GA,13211,Morgan,Madison,"17,868",899.631,347.349,18.832,7.271,918.463,354.62,33.593732,-83.492324
492,GA,13213,Murray,Chatsworth,"39,628",892.164,344.466,5.688,2.196,897.852,346.662,34.797097,-84.73799
493,GA,13215,Muscogee,Columbus,"189,885",560.435,216.385,11.969,4.621,572.404,221.006,32.510197,-84.874946
494,GA,13217,Newton,Covington,"99,958",704.895,272.161,18.225,7.037,723.119,279.198,33.544046,-83.855189
495,GA,13219,Oconee,Watkinsville,"32,808",477.308,184.29,5.393,2.082,482.701,186.372,33.834125,-83.437728
496,GA,13221,Oglethorpe,Lexington,"14,899","1,137.04",439.012,7.839,3.027,"1,144.87",442.039,33.866806,-83.074081
497,GA,13223,Paulding,Dallas,"142,324",808.643,312.219,5.498,2.123,814.141,314.342,33.920903,-84.866979
498,GA,13225,Peach,Fort Valley,"27,695",389.191,150.267,2.676,1.033,391.867,151.3,32.571324,-83.831978
499,GA,13227,Pickens,Jasper,"29,431",601.026,232.057,1.696,0.655,602.722,232.712,34.456621,-84.490256
500,GA,13229,Pierce,Blackshear,"18,758",819.715,316.494,69.246,26.736,888.961,343.23,31.353988,-82.210427
501,GA,13231,Pike,Zebulon,"17,869",559.659,216.086,8.597,3.319,568.256,219.405,33.090769,-84.386627
502,GA,13233,Polk,Cedartown,"41,475",803.755,310.331,4.686,1.809,808.441,312.14,33.995961,-85.186826
503,GA,13235,Pulaski,Hawkinsville,"12,010",644.987,249.031,5.635,2.176,650.622,251.207,32.238794,-83.481855
504,GA,13237,Putnam,Eatonton,"21,218",892.611,344.639,41.563,16.048,934.174,360.687,33.321061,-83.37179
505,GA,13239,Quitman,Georgetown,"2,513",391.703,151.237,24.158,9.328,415.861,160.565,31.861487,-85.009317
506,GA,13241,Rabun,Clayton,"16,276",958.277,369.993,17.845,6.89,976.122,376.883,34.883026,-83.404735
507,GA,13243,Randolph,Cuthbert,"7,719","1,109.13",428.236,6.83,2.637,"1,115.96",430.873,31.762651,-84.752311
508,GA,13245,Richmond,Augusta,"200,549",840,324.326,11.047,4.265,851.047,328.591,33.361487,-82.074998
509,GA,13247,Rockdale,Conyers,"85,215",336.162,129.793,5.97,2.305,342.132,132.098,33.652081,-84.02637
510,GA,13249,Schley,Ellaville,"5,010",432.284,166.906,2.376,0.918,434.66,167.824,32.263441,-84.322724
511,GA,13251,Screven,Sylvania,"14,593","1,670.80",645.101,27.889,10.768,"1,698.69",655.869,32.744751,-81.617585
512,GA,13253,Seminole,Donalsonville,"8,729",609.233,235.226,55.244,21.33,664.477,256.556,30.933894,-84.867592
513,GA,13255,Spalding,Griffin,"64,073",508.852,196.469,8.085,3.122,516.937,199.591,33.262389,-84.286067
514,GA,13257,Stephens,Toccoa,"26,175",463.948,179.131,13.122,5.066,477.07,184.197,34.552914,-83.290216
515,GA,13259,Stewart,Lumpkin,"6,058","1,188.11",458.733,12.637,4.879,"1,200.75",463.612,32.073225,-84.834912
516,GA,13261,Sumter,Americus,"32,819","1,250.18",482.697,25.788,9.957,"1,275.97",492.654,32.042203,-84.204283
517,GA,13263,Talbot,Talbotton,"6,865","1,013.69",391.389,8.737,3.373,"1,022.43",394.762,32.704603,-84.530029
518,GA,13265,Taliaferro,Crawfordville,"1,717",504.032,194.608,1.916,0.74,505.947,195.348,33.559314,-82.875208
519,GA,13267,Tattnall,Reidsville,"25,520","1,241.65",479.403,23.169,8.946,"1,264.82",488.349,32.043768,-82.059208
520,GA,13269,Taylor,Butler,"8,906",975.612,376.686,7.804,3.013,983.416,379.699,32.554667,-84.251426
521,GA,13271,Telfair,McRae,"16,500","1,132.61",437.303,17.367,6.705,"1,149.98",444.008,31.913639,-82.931062
522,GA,13273,Terrell,Dawson,"9,315",868.784,335.439,5.863,2.264,874.647,337.703,31.777191,-84.439446
523,GA,13275,Thomas,Thomasville,"44,720","1,410.50",544.596,19.742,7.623,"1,430.24",552.219,30.864616,-83.919783
524,GA,13277,Tift,Tifton,"40,118",670.586,258.915,25.575,9.875,696.161,268.79,31.457003,-83.525931
525,GA,13279,Toombs,Lyons,"27,223",942.768,364.005,18.099,6.988,960.867,370.993,32.126698,-82.332071
526,GA,13281,Towns,Hiawassee,"10,471",431.396,166.563,14.038,5.42,445.433,171.983,34.90265,-83.732158
527,GA,13283,Treutlen,Soperton,"6,885",516.537,199.436,7.806,3.014,524.342,202.45,32.409586,-82.570882
528,GA,13285,Troup,La Grange,"67,044","1,072.22",413.988,82.812,31.974,"1,155.04",445.962,33.034482,-85.02836
529,GA,13287,Turner,Ashburn,"8,930",739.165,285.393,11.881,4.587,751.046,289.98,31.718232,-83.628567
530,GA,13289,Twiggs,Jeffersonville,"9,023",928.246,358.398,10.972,4.236,939.218,362.634,32.665847,-83.425879
531,GA,13291,Union,Blairsville,"21,356",833.785,321.926,18.333,7.078,852.118,329.004,34.83377,-83.989573
532,GA,13293,Upson,Thomaston,"27,153",837.697,323.437,10.663,4.117,848.36,327.554,32.881837,-84.292281
533,GA,13295,Walker,La Fayette,"68,756","1,156.12",446.379,1.673,0.646,"1,157.79",447.025,34.735827,-85.305385
534,GA,13297,Walton,Monroe,"83,768",843.508,325.68,11.188,4.32,854.696,330,33.782649,-83.734215
535,GA,13299,Ware,Waycross,"36,312","2,311.46",892.461,40.216,15.527,"2,351.68",907.988,31.050881,-82.421507
