DRI Number,Project Name,Current Status,Contains 'data center'?,Water Usage,Data Center?,Cleaned Water Usage Data
683,Care Environmental Solid Waste Handling Facility,Terminated,0,No water data,TBD,No water data
682,Timber Ridge Preserve,Completed,0,55 (thousand)  gals.  per day,TBD,55 (thousand)  gals.  per day
681,Cobb Galleria Performing Arts Center,Completed,0,0.09125 mgd,TBD,0.09125
680,Glen Chatham Project,Completed,0,.18,TBD,.18
679,Toy Wright Mixed-Use Development,Completed,0,,TBD,
678,Jackson Way Subdivision,Completed,0,not needed by state per water authority,TBD,not needed by state per water authority
677,Cassville-Pine Log Road Development,Withdrawn,0,No water data,TBD,No water data
676,Kubota,Completed,0,0.084 mgd; 2.5 mg/month,TBD,0.084
674,4-W Farms,Completed,0,0.6 mgd,TBD,0.6
672,Anderson Tract Warehouse Distribution,Completed,0,.0072,TBD,.0072
671,Kubota Manufacturing of America (KMA),Withdrawn,0,0.084 mgd; 2.5 mg/ month,TBD,0.084
670,"Levko Land Development, LLC",Completed,0,.025,TBD,.025
669,"Commercial, Office and Residential Mixed Use",Completed,0,.44 mgd,TBD,.44
668,Trinity Chapel Church of God,Completed,0,0.004 mgd,TBD,0.004
666,Hidden Hills at Harbor Club,Completed,0,.036,TBD,.036
665,Commerce Distribution Center,Completed,0,.069,TBD,.069
663,Exley Tract North and Exley Tract South,Completed,0,0.68,TBD,0.68
662,Echo Road Industrial Park,Completed,0,0.0326,TBD,0.0326
661,"Timbersouth Properties, Salem at Kirkland",Completed,0,0.155,TBD,0.155
660,Parkway Development,Completed,0,.16 mgd,TBD,.16
659,Coventry Station,Completed,0,0.17016mgd,TBD,0.17016mgd
658,White Creek,Completed,0,0.333 mgd,TBD,0.333
657,Bristol Community,Completed,0,"18,500",TBD,"18,500"
656,High Meadows,Completed,0,0.106,TBD,0.106
655,Cherokee Asphalt Plant,Completed,0,0.0001,TBD,0.0001
654,The Villages of West Cobb,Completed,0,0.151 mgd,TBD,0.151
653,Nacoochee Village,Completed,0,.5mgd,TBD,.5mgd
652,"JamDat Development, LLC",Completed,0,0.65,TBD,0.65
651,Big Springs,Completed,0,1.1 mgd,TBD,1.1
650,Century Center at Braselton,Terminated,0,No water data,TBD,No water data
649,Dellinger Property,Completed,0,.35,TBD,.35
648,Riverbrooke,Terminated,0,No water data,TBD,No water data
647,Tuscan Landing,Terminated,0,.09,TBD,.09
645,Riverfront Estates,Terminated,0,No water data,TBD,No water data
644,River Place Plantation,Terminated,0,No water data,TBD,No water data
641,Bass Road Market,Completed,0,0.20,TBD,0.20
639,Blanton Park-Roberts Hall,Terminated,0,No water data,TBD,No water data
638,"Herrington Road Partners, LLC (Highway 316 West of Harbins Rd.)",Withdrawn,0,No water data,TBD,No water data
637,Buford Distribution Center,Completed,0,0.132 mgd,TBD,0.132
636,Parkside,Completed,0,0.2656 mgd,TBD,0.2656
635,WEST PARK PLACE,Completed,0,0.14 mgd,TBD,0.14
634,North 85 Industrial Park at White Fox Center,Completed,0,0.015 mgd,TBD,0.015
633,I-75 Industrial Park,Withdrawn,0,0.05 mgd,TBD,0.05
632,Rock Creek Chapel Road MUD,Completed,0,0.230,TBD,0.230
631,Guy Cooper Road Subdivision,Completed,0,,TBD,
630,Apalachee Oaks,Completed,0,.0426,TBD,.0426
629,Sheep Pasture Road Tract,Completed,0,.043,TBD,.043
628,Sofkee Industrial Park,Completed,0,unknown,TBD,unknown
627,Frazier Tract,Completed,0,not provided by the applicant,TBD,not provided by the applicant
626,Whitehorse,Completed,0,.174 mgd,TBD,.174
625,Crossroads Baptist Church of Newnan,Completed,0,.0854 mgd,TBD,.0854
624,Lost Creek,Completed,0,0.638 mgd,TBD,0.638
623,Grove Street Partners,Completed,0,.04,TBD,.04
622,Valentine Industrial Park,Completed,0,,TBD,
621,Tree Park Apartment Homes,Completed,0,.123 mgd,TBD,.123
620,Ridgeway Church Road Tract,Completed,0,.22,TBD,.22
619,RAF,Completed,0,.015 mgd,TBD,.015
618,Sanderson Farms,Completed,0,2.2,TBD,2.2
617,Gables Metropolitan III,Completed,0,0.1 mgd,TBD,0.1
616,Grants Chapel,Completed,0,0.458 mgd,TBD,0.458
615,Mustang Ridge Subdivision,Completed,0,.052,TBD,.052
614,Reserve at Cranbrook (a.k.a. Reserve at Cheshire Bridge),Completed,0,0.303 mgd,TBD,0.303
613,THE AVENUES - WEBB GIN CORNERS,Completed,0,0.2 mgd,TBD,0.2
612,The Reserve,Withdrawn,0,0.0575 mgd,TBD,0.0575
611,The Village at Apalachee,Completed,0,.600 mgd,TBD,.600
610,Castlegate Mixed Use Development,Completed,0,.0593 mgd,TBD,.0593
609,IRON MOUNTAIN,Completed,0,.153,TBD,.153
608,Circle 75 Project,Completed,0,0.439,TBD,0.439
607,Bethany Park One,Completed,0,0.014,TBD,0.014
606,"Toyo Tire North America, Inc., a new manufacturing facility",Completed,0,0.75,TBD,0.75
605,Discovery Tract,Completed,0,0.124 mgd,TBD,0.124
604,Stonebridge at Newnan Crossing,Completed,0,.15,TBD,.15
603,Kronospan Manufacturing Facility,Completed,0,.158 mgd,TBD,.158
602,Peachtree Portal,Completed,0,"266,000 mgd",TBD,"266,000"
601,Powell Business Park,Withdrawn,0,No water data,TBD,No water data
600,The Villas at Henderson Ridge,Completed,0,"15,300 gal.",TBD,"15,300 gal."
599,Henderson Ridge Development,Completed,0,"16,100",TBD,"16,100"
598,Georgia Pacific/Hardin Tracts,Completed,0,0.156 mgd,TBD,0.156
597,Liberty Crossing - Phase II,Completed,0,.08,TBD,.08
596,Proposed Condominium Development (no name),Withdrawn,0,0.22 mgd,TBD,0.22
595,Goodson Distribution Center,Completed,0,0.015,TBD,0.015
594,HOPEWELL AT BLACKS MILL CREEK,Completed,0,.121 mgd,TBD,.121
593,"Atlanta Auto Auction, Inc. dba Georgia Dealers Auto Auction",Completed,0,less than 500 gallons/day,TBD,less than 500 gallons/day
592,The Market Place,Terminated,0,No water data,TBD,No water data
591,The Forum at Newnan Crossing and Newnan Crossing II,Completed,0,0.184 mgd,TBD,0.184
590,Fieldstone Farms,Completed,0,0.2 mgd,TBD,0.2
589,The Meadows,Completed,0,.215 mgd,TBD,.215
588,Sheffield Park,Completed,0,0.512 mgd,TBD,0.512
587,Sheffield Highlands,Completed,0,0.945 mgd,TBD,0.945
586,Mohawk Home / Hard Surface (A.K.A. Alladdin Manufacturing Corp),Completed,0,.01 mgd,TBD,.01
585,Lakeside Golf Course Redevelopment,Completed,0,.312,TBD,.312
584,Wal- Mart,Terminated,0,No water data,TBD,No water data
583,Braselton Distribution Center - Phase I,Completed,0,.041,TBD,.041
582,The Georgia Club,Completed,0,0.35,TBD,0.35
581,Brockton Loop Road Tract,Completed,0,not provided by the applicant,TBD,not provided by the applicant
580,Highway 129 Property,Completed,0,.19 mgd,TBD,.19
579,Brooks Loop Property,Completed,0,.6 mgd,TBD,.6
578,Holly Springs Road Industrial Park,Completed,0,.075 (mgd) per applicant,TBD,.075 (
577,South Atlanta Road Development,Completed,0,0.385 mgd,TBD,0.385
576,The Forum at Newnan Crossing,Withdrawn,0,No water data,TBD,No water data
575,Mullins Crossing Shopping Center,Completed,0,0.6,TBD,0.6
574,Riverside Subdivision Phase 2,Completed,0,"115,000",TBD,"115,000"
573,#1 (Oglethorpe Landing) / #2 (Savannah River Apartments),Completed,0,total (.34 mgd); #1 (.11mgd); #2 (.23 mgd),TBD,total (.34
572,Terminus West Business Park,Completed,0,0.02 mgd,TBD,0.02
571,Northeast Georgia Medical Center/ Hospital System,Completed,0,2.933 mgd (refer to water needs analysis),TBD,2.933
570,Highway 129 Property,Withdrawn,0,not provided,TBD,not provided
569,Etowah Shoals Master Plan,Completed,0,"363,000 gpd",TBD,"363,000 gpd"
568,Big Pines Farm,Completed,0,est. .1365 mgd,TBD,est. .1365
567,Chestatee Crossroads,Completed,0,.298 mgd,TBD,.298
552,Twin Lakes Community Development,Completed,0,1.102 mgc,TBD,1.102 mgc
551,Mundy Mill,Completed,0,1.4,TBD,1.4
550,Wisteria Square,Terminated,0,No water data,TBD,No water data
549,Oconee Waste Transport,Completed,0,"unknown, but low",TBD,"unknown, but low"
548,Improvements to the Franklin-Hart County Airport,Terminated,0,<0.0001 mgd,TBD,<0.0001
547,Fox Run,Withdrawn,0,No water data,TBD,No water data
546,Liberty Crossing,Completed,0,.12 mgd,TBD,.12
545,Oakland Plantation,Completed,0,2.5 mgd,TBD,2.5
544,Ford Park of Commerce,Completed,0,.02 mgd,TBD,.02
543,Coweta County Industrial Park,Completed,0,0.25mgd,TBD,0.25mgd
540,Yargo Township,Completed,0,,TBD,
539,The International Village at Chamblee,Completed,0,0.1224 mgd,TBD,0.1224
538,Polly Creek Village,Completed,0,.325,TBD,.325
537,Kohl's Southeast Distribution Center,Completed,0,.02,TBD,.02
536,Commerce Square,Completed,0,.04 - .05,TBD,.04 - .05
535,Coweta Industrial Park,Withdrawn,0,No water data,TBD,No water data
534,Coahulla Creek Villages,Terminated,0,0.248,TBD,0.248
533,The Mill at Covered Bridge,Completed,0,0.153 mgd,TBD,0.153
532,South Fulton Municipal Regional Water Supply Reservoir,Withdrawn,0,No water data,TBD,No water data
531,Parkside Village,Completed,0,.14,TBD,.14
530,Bryan Farms,Completed,0,not provided,TBD,not provided
529,Morgan Lakes PUD,Completed,0,.45 mgd,TBD,.45
528,Kelly Plantation,Completed,0,.58 mgd,TBD,.58
527,Carrollton Station,Completed,0,.06 mgd,TBD,.06
526,W Buckhead - Hotel and Residences,Completed,0,.098187mgd,TBD,.098187mgd
525,Reynolds Construction  Asphalt Plant Project,Terminated,0,No water data,TBD,No water data
524,Lee Farms,Completed,0,0.529 mgd,TBD,0.529
523,"Kedron Village retail center, Phases 2 and 3",Terminated,0,No water data,TBD,No water data
522,Proposed Wal-Mart # 1018-00,Terminated,0,No water data,TBD,No water data
521,Victor Tract,Completed,0,,TBD,
519,Midtown Grand,Completed,0,.233mgd,TBD,.233mgd
518,The Canterbury at Lake Lanier,Completed,0,"2,782,224 gallons per day",TBD,"2,782,224 gallons per day"
517,Carmichael Farms,Completed,0,0.2 mgd,TBD,0.2
516,Cartergrove Plantation,Completed,0,1.1,TBD,1.1
515,Carriage Ridge (in Harbor Club),Terminated,0,No water data,TBD,No water data
514,West Highlands,Completed,0,0.6,TBD,0.6
513,Avery Park Planned Development,Completed,0,0.14 mgd,TBD,0.14
512,Cascades,Completed,0,0.290,TBD,0.290
511,Laurel Island Coastal Community,Completed,0,0.15 mgd,TBD,0.15
509,Suwanee Dam Road Tract,Completed,0,0.15,TBD,0.15
508,Upgrade to Wastewater Treatment Facility,Completed,0,0.4,TBD,0.4
507,Rice Hope Development,Completed,0,1.57,TBD,1.57
506,Hamilton Mill Road Retail Center,Completed,0,0.16 mgd,TBD,0.16
505,Tim Wilbanks Development,Completed,0,not provided by applicant,TBD,not provided by applicant
491,Pinecrest Baptist Church,Withdrawn,0,No water data,TBD,No water data
489,Tree Corners Apartments,Completed,0,.107,TBD,.107
485,Cedar Ridge Apartments,Completed,0,"36,400 per day  or .0364 mgd",TBD,"36,400 per day  or .0364"
483,Richmond Hill Plantation,Completed,0,"262,500 gpd",TBD,"262,500 gpd"
482,River's Station - W. Fayetteville Road,Completed,0,0.317 mgd,TBD,0.317
481,Wal-Mart (Hudson Bridge Road),Completed,0,0.04,TBD,0.04
480,Bramblett Tract - Holiday Cemetery Road,Completed,0,,TBD,
479,Laceola,Completed,0,"62,500 gal/pd",TBD,"62,500 gal/pd"
478,Stonegate,Withdrawn,0,"89,444 gpd     .894 mgd",TBD,"89,444 gpd     .894"
477,Perimeter Ford Redevelopment,Completed,0,0.047,TBD,0.047
476,Kensington Subdivision,Completed,0,"23,400",TBD,"23,400"
475,McEver Project,Completed,0,not provided,TBD,not provided
474,Concrete Mixing Plant,Completed,0,.008 mgd,TBD,.008
473,Indian Creek Industrial Park,Completed,0,not provided,TBD,not provided
472,Jackson Mill,Completed,0,not provided by developer,TBD,not provided by developer
471,Schultz-Butner Road Tract,Completed,0,0.360 mgd,TBD,0.360
470,Proposed Wal-Mart #5422-00,Completed,0,.004mgd,TBD,.004mgd
469,Michigan Air Compressor Industry (MACI),Completed,0,.2 mgd,TBD,.2
468,Collier Properties Industrial Park,Completed,0,not provided,TBD,not provided
467,Dewey White Rezoning,Completed,0,not provided,TBD,not provided
466,Tolbert Residential Property,Completed,0,not provided,TBD,not provided
465,"Oldcastle Materials Southeast, Inc. DBA SRM Aggregate(Maddox Road)",Withdrawn,0,No water data,TBD,No water data
464,"Talmo Developers, LLC",Completed,0,not provided,TBD,not provided
463,Towne Mill,Completed,0,0.401mgd,TBD,0.401mgd
462,Ready Mix USA Concrete Facility - McEver Road,Completed,0,we recycle our proceess water for 80% of total water.,TBD,we recycle our proceess water for 80% of total water.
461,The Concrete Company,Completed,0,"7,000 gallons per day",TBD,"7,000 gallons per day"
460,Wal-Mart Supercenter,Completed,0,.004,TBD,.004
459,U.S 27 Retail Center,Completed,0,.004mgd,TBD,.004mgd
458,Mulberry Township,Completed,0,0.332 mgd,TBD,0.332
457,Chattahoochee Village II,Completed,0,1.114 mgd,TBD,1.114
456,The Georgia Acquarium,Completed,0,0.097 mgd,TBD,0.097
455,Lakeside MarketPLace,Completed,0,.043 mgd,TBD,.043
454,Central City Wastewater Treatment Facility Expansion,Completed,0,0,TBD,0
453,Covington Airport Runway Extension,Completed,0,No water data,TBD,No water data
452,Centennial Lakes,Completed,0,0.265 mgd,TBD,0.265
451,Camp Creek Business Park,Withdrawn,0,No water data,TBD,No water data
450,"Casden Properties, LLC",Completed,0,.20 mgpd,TBD,.20
448,Hamilton Project,Completed,0,.085mgd,TBD,.085mgd
447,Gravel Springs Road Mixed-Use Development,Completed,0,0.19 mgd,TBD,0.19
446,Hamilton Mill Road Retail Center,Withdrawn,0,0.14 mgd,TBD,0.14
445,Greenwood Industrial Park,Completed,0,1.55 mgd,TBD,1.55
443,Burnt Hickory Road Tract (a.k.a. Lewis Development),Completed,0,0.305 mgd,TBD,0.305
442,Upper Sweetwater WRF,Terminated,0,No water data,TBD,No water data
440,Perimeter Place,Completed,0,0.16 mgpd,TBD,0.16
439,Austin Ridge,Completed,0,0.25mgd,TBD,0.25mgd
438,"Sky Mountain, LLC Master Development Plan",Withdrawn,0,0.5mgd,TBD,0.5mgd
437,Palisades Road Tract,Completed,0,0.15,TBD,0.15
436,Liberty Industrial Park DRI,Completed,0,.048 mgd,TBD,.048
435,Westland,Completed,0,0.129,TBD,0.129
434,South Eastern Land Services C&D Landfill (Oconee County),Completed,0,0.001,TBD,0.001
433,Harmony Park,Completed,0,0.515 mgd,TBD,0.515
432,"Jeffco Properties, Inc.",Completed,0,"345,600 gpd",TBD,"345,600 gpd"
431,McLain Estate Condominums,Withdrawn,0,No water data,TBD,No water data
430,Conners Road Development,Completed,0,0.323 mgd,TBD,0.323
429,Prologis Park @ Greenwood,Completed,0,0.092mgd,TBD,0.092mgd
428,Swanson Road Project,Completed,0,0.9 mgd,TBD,0.9
427,Belmont Downs,Completed,0,"197,260 mgd",TBD,"197,260"
426,"Stone Mountain Industrial Park, Inc.",Withdrawn,0,0.25 mgd,TBD,0.25
425,Goshen Springs Road Solid Waste Transfer Station,Completed,0,0.0001 mgd,TBD,0.0001
424,"Atlantic Waste Services, Inc. Landfill",Completed,0,0.0001,TBD,0.0001
423,Northridge Business Park,Completed,0,0.0545 mgd,TBD,0.0545
422,Salem road/kirkland road mixed-use development,Completed,0,,TBD,
421,Briddle Creek,Completed,0,.08769 mgd,TBD,.08769
420,Love's Country Stores,Completed,0,0.008,TBD,0.008
418,River Walk,Completed,0,.2238,TBD,.2238
417,Orkin Subdivision,Withdrawn,0,No water data,TBD,No water data
416,Bartow Mixed-Use Development,Withdrawn,0,No water data,TBD,No water data
415,SummerGrove Planned Development,Completed,0,0.18 mgd,TBD,0.18
414,Providence,Completed,0,0.040 mgd,TBD,0.040
413,"Southpark, Building 2, Phase 3",Completed,0,.078 mgd,TBD,.078
412,Houston Springs Resort,Completed,0,0.6 mgd,TBD,0.6
411,Brookshire Green,Completed,0,.0232,TBD,.0232
410,"McCart Rd. -  I-20 East, Inc. (a.k.a. Kelly Property)",Completed,0,.0235 mgd,TBD,.0235
409,Industrial Park (Charles Titshaw),Completed,0,unknown,TBD,unknown
408,OATLAND PARK,Withdrawn,0,No water data,TBD,No water data
405,Global Forum,Completed,0,0.2 mgd,TBD,0.2
404,Park Village,Completed,0,0.260mgd,TBD,0.260mgd
403,1180 Peachtree Street and Atlanta Symphony Orchestra,Completed,0,.08 mgd,TBD,.08
402,Muirfield Subdivision,Completed,0,"85,000",TBD,"85,000"
401,Laurel Island Coastal Community,Terminated,0,No water data,TBD,No water data
400,McDonough Village Green,Completed,0,.88,TBD,.88
399,McDonough Village Green,Withdrawn,0,No water data,TBD,No water data
398,PEC Butner Road,Completed,0,0.046,TBD,0.046
397,Mountain Music Park,Completed,0,0.104 mgd,TBD,0.104
396,McDonough Village Green,Withdrawn,0,No water data,TBD,No water data
395,Rennie Hames,Completed,0,"45,820 m.g.d.",TBD,"45,820 m.g.d."
394,Lakeside Golf Course Redevelopment,Withdrawn,0,"150,720",TBD,"150,720"
393,Mill Branch PUD,Completed,0,0.3,TBD,0.3
392,DRI 343 /Lee's Mill Road Concrete Batch Plant in Riverdale,Completed,0,.01,TBD,.01
391,Soful Landfill Expansion (12.77 acres),Withdrawn,0,No water data,TBD,No water data
390,Ellenwood Township,Completed,0,"400,000 g.p.d.",TBD,"400,000 g.p.d."
388,Cousins Westside Master Plan,Completed,0,1.248 mgd,TBD,1.248
387,DSC Logistics,Completed,0,0.141,TBD,0.141
386,Southpark,Completed,0,52,TBD,52
385,The Heritage,Completed,0,0.41,TBD,0.41
384,EP 28 Tract,Completed,0,1.334 mgd,TBD,1.334
383,Chapel Ridge,Completed,0,30 mgd,TBD,30
382,Camp Creek WRF DBO and South Fulton Maintenance and Operations Center (SFMOC),Completed,0,0.02-mgd,TBD,0.02-
381,Cauley Creek Water Reclamation Facility 5.0 MGD Expansion,Completed,0,0.005 mgd,TBD,0.005
376,Stonegate,Withdrawn,0,"107,000 gpd              .107 mgd",TBD,"107,000 gpd              .107"
375,SR 186 Tract,Completed,0,,TBD,
374,Kensignton Park,Completed,0,unknown,TBD,unknown
372,City of Pooler Wastewater Treatment Facility,Terminated,0,"less than 10,000 gpd",TBD,"less than 10,000 gpd"
371,The Links at Walnut Green,Completed,0,.3,TBD,.3
370,Oakmont Residential Project,Completed,0,.184,TBD,.184
369,Lafarge Construction Materials,Withdrawn,0,.01mgd,TBD,.01mgd
368,Lenox Residential Subdivision,Withdrawn,0,.112 mgd,TBD,.112
367,World Children's Center,Completed,0,0.38 mgd,TBD,0.38
366,"TMW Management, LLC",Completed,0,"0.16 mgd (new),  0.17 mgd (total)",TBD,0.16
365,Golden Industrial Park,Completed,0,0.0843,TBD,0.0843
364,Planned Unit Development (no official name has been created by the applicant yet),Completed,0,.0623,TBD,.0623
363,Auburn Station,Completed,0,0.507 mgd,TBD,0.507
362,Serenbe,Completed,0,.065,TBD,.065
361,Highland Plantation,Completed,0,0.384 mgd,TBD,0.384
360,OLD CLARKESVILLE MILL,Completed,0,.045,TBD,.045
359,Solful C & D Landfill,Terminated,0,No water data,TBD,No water data
358,Douglas Hill Campus,Completed,0,0.01 mgd,TBD,0.01
355,Kinderlou Development (Phase III),Withdrawn,0,0.42 mgd,TBD,0.42
354,Northeast Water Reclamation Facility Expansion and Upgrade,Completed,0,less than 0.05 mgd,TBD,less than 0.05
353,1800 Satellite Boulevard (Baptist Church Campus),Completed,0,0.03 mgd,TBD,0.03
352,The Heritage,Terminated,0,No water data,TBD,No water data
351,"World Changers Ministries, Burdett Road",Withdrawn,0,No water data,TBD,No water data
350,OAKMONT,Completed,0,"184,430 gpd",TBD,"184,430 gpd"
349,UP N CUMMING,Completed,0,"0.006 or 58,800 gpd",TBD,"0.006 or 58,800 gpd"
348,Wood Bridge Estates at Moss Lake,Completed,0,"75,000",TBD,"75,000"
347,"Ashbrook Partners, LLC. (a.k.a. East Hall Residential)",Completed,0,.09081 mgd,TBD,.09081
346,"Ashbrook Partners, LLC. (a.k.a. Orr Estates)",Completed,0,.09625 mgd,TBD,.09625
345,Moreland Avenue (a.k.a. Carolina Street),Completed,0,0.11 mgd,TBD,0.11
344,Westland,Completed,0,0.1 mgd,TBD,0.1
343,Lee's Mill Road Concrete Batch Plant,Withdrawn,0,.01,TBD,.01
341,Oakmont - Buffington Road,Completed,0,0.046 mgd,TBD,0.046
340,The Lakes of Holly Springs,Completed,0,0.4 mgd,TBD,0.4
339,Calhoun Apartments,Completed,0,"73,485",TBD,"73,485"
338,Brookstone Village,Withdrawn,0,No water data,TBD,No water data
337,Ledbetter Inert Landfill,Completed,0,0.001,TBD,0.001
336,Teasley Estates,Completed,0,.0027,TBD,.0027
335,Sugar Creek Subdivision,Completed,0,.0025,TBD,.0025
334,City of Lavonia Waste Water Treatment Plant Expansion,Terminated,0,No water data,TBD,No water data
328,Brookstone Subdivision,Completed,0,"84,400",TBD,"84,400"
321,Hartman Road Businesss Park,Completed,0,.037 mgd,TBD,.037
318,Spring Lake,Completed,0,0.7,TBD,0.7
317,I-85 Gateway Industrial Park,Completed,0,0.025,TBD,0.025
316,Florida Rock - Proposed Quarry,Completed,0,0.01 mgd,TBD,0.01
315,Word of Faith,Completed,0,,TBD,
314,Park South Town Homes,Completed,0,".075 mgb (75,000 gallons/day)",TBD,".075 mgb (75,000 gallons/day)"
313,OAKMONT,Withdrawn,0,No water data,TBD,No water data
312,Parkway Suites,Completed,0,.032,TBD,.032
306,Camp Creek Business Centre,Completed,0,0.58,TBD,0.58
303,Wal-Mart Super Center,Completed,0,.00495,TBD,.00495
302,WEYERHAEUSER-RUTLEDGE PROJECT,Completed,0,.06,TBD,.06
301,River Hill Communities,Completed,0,0.281,TBD,0.281
299,Caribbean Village,Completed,0,.173,TBD,.173
298,First Redeemer Church,Terminated,0,No water data,TBD,No water data
297,Gainesville Salvage Disposal,Completed,0,0.000000230 mgd,TBD,0.000000230
296,Blue Bell (a.k.a. Chatham County Economic Development Site),Completed,0,"700,000 gpd   (.7 mgd)",TBD,"700,000 gpd   (.7"
292,Summit at Baldwin,Terminated,0,No water data,TBD,No water data
291,The Promenade at Gwinnett Place,Withdrawn,0,No water data,TBD,No water data
